"ID","EMPRESA","FECHA_DOCUMENTO","REFERENCIA_DOCUMENTO","NUMERO_DOCUMENTO","MONEDA","TIPO_CAMBIO","DEBITO_CREDITO","CUENTA_CONTABLE","CODIGO_PROVEEDOR","IMPORTE","SUCURSAL","CONDICION_PAGO","FECHA_VENCIMIENTO","BLOQUEO_PAGO","SISTEMA_ORIGEN","FECHA_ENVIO","FECHA_CONTABLE","CLASE_DOCUMENTO","NUMERO_REFERENCIA","CENTRO_COSTO","CENTRO_BENEFICIO","NUMERO_UUID","FLAG_ENVIADO","FECHA_RECEPCION","","ORIGEN_ETL","IdPeriodo"
F1DEFA92-63D7-4038-B4BA-3A5C0966462E,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250259",3243.72,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"20",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"1B1CCC0C-8817-4B22-8433-A72F7FBF4690","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250270",7218.20,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"21",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A157A9EE-C6D1-483C-958E-A65A54089AE5,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250270",6222.59,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"21",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B51C8F33-D98C-417E-B1A5-020BB76D339B,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250270",995.61,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"21",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"7515531D-626B-4F8A-8BC8-C07BF9479C2C","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250286",359.69,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"23",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"61576F72-8C37-4451-94A5-257DF4CA5BC3","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250286",310.08,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"23",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"85A13E35-360F-4DCD-A000-0FB345B9753E","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250286",49.61,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"23",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"0449DB29-871A-49C7-8F01-242AD40C21DC","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250298",1113.60,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"23",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"265E7001-EFFC-43B7-A099-6D94379BCE21","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250298",960.00,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"23",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B1F8E62C-D4A0-4897-8FB4-94756738B461,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250298",153.60,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"23",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"93A51C29-4FE0-46FC-8F9A-55E8181D8035","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250306",221.94,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"24",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"777ABB48-2F0F-469B-AA07-998A1909D83C","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250306",191.33,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"24",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
BD1D99C6-F90F-43C2-99AC-7596B364D131,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250306",30.61,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"24",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
CCA7AE62-586C-41BA-A0F7-34E51A517AB1,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","250313",1714.29,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"25",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A346272B-020D-46CE-AECE-6F83EEAD7DD4,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","250313",1477.84,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"25",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"537B5DBC-1533-4A99-8B20-D0C641EF4E5D","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","250313",236.45,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"25",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"74122068-BE53-432C-BE91-6ACDD43F4DA9","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251171",1343.88,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"26",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"4AC2889A-DAC9-447B-A043-239C4459DB6B","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251171",1158.52,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"26",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"6DCB9F39-C87A-44F5-8900-22B39DB54755","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251171",185.36,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"26",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"538308E1-FA2A-45DD-B732-884C86B31D3D","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251176",2585.58,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"27",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"3DB75809-5BB0-4EC7-A57E-5631AABDCE1F","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251176",2228.95,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"27",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A0B12632-53B4-4505-8AD0-5E101C50963C,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251176",356.63,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"27",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"4F8A91D4-DE7A-47F4-8895-A8A5B0FED4F0","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251203",854.77,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"28",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"84EA3851-CDDC-4E03-9599-03AECB75A782","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251203",736.87,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"28",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"8D5991B0-45B2-43A2-9DA7-142B8657963C","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251203",117.90,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"28",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
DA4A42AE-0DDF-4C0F-9C4C-34A5BDEA9143,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251453",381.18,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"28",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"5ABF864B-92C0-452D-AB84-67C43F72EF0E","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251453",328.60,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"28",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"6432FE26-323F-467D-9AA0-4BC95562A789","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251453",52.58,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"28",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"94B3A19F-5F84-4E0F-B983-8CBB9AC1C462","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251552",55.49,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"29",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"12C59F77-9403-48A5-AFB0-03BD8C5C1664","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251552",47.83,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"29",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A7D79E97-B2B9-4A76-928B-337195A66CD3,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251552",7.66,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"29",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D27A2E96-0B36-4D7F-A320-A8F3434B1D63,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251558",203.68,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
CEA9E9C1-5E78-4DE0-A991-37C143A5FE05,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251558",175.59,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A25B8327-E758-491A-92FA-9C3AC6315CE8,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251558",28.09,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"031FB1AC-9723-4431-BAA2-90A5A8C60265","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251607",120.73,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"4A574987-F1D5-4E1B-8785-1B0E9137362B","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251607",104.08,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"92ADB85E-5C5A-44E7-85A3-F2FA84561D45","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251607",16.65,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D73F7B6C-A842-4F01-B35E-ED6FBE161E1E,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251631",33.41,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"4929FCA0-B049-4E6C-A87F-AC0F460DBF65","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251631",28.80,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B423397A-EA8F-4E0A-B02A-DB74AF950F42,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251631",4.61,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"30",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"6DB7E9EA-9125-43A2-A872-9CF1C61F74D7","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251783",61601.39,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"32",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"551E30B0-BD01-4328-87B3-77315EBE21F0","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251783",53104.65,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"32",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D7C5E370-6163-4BBB-B5A0-2D48D6554A33,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251783",8496.74,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"32",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"79FA1716-2A10-4F4B-9F03-DA8B51AC8323","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251806",2101.92,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"32",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
A5E8A492-6E9C-4997-93FF-A8806283D55E,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251806",1812.00,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"32",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"38324D65-ADEA-48F6-8F58-088798223FB3","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251806",289.92,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"32",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"3B58BEAA-9A6F-4440-8E83-3611FDB592C9","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251815",941.19,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"33",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"26E95949-EAEC-4136-BF30-9EB1CEF53EE2","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251815",811.37,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"33",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"6540E79F-6A39-47B8-88EA-C357F51E5D00","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251815",129.82,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"33",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
FCCE04EE-A1A2-4313-B0D8-EFBE4CAFA685,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251831",411.70,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"34",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"1B7C52FA-EFDA-4CCF-BE5D-46016AE3C488","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251831",354.91,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"34",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"7CF595A2-964D-4A8B-9C90-1E8F5A01D42B","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251831",56.79,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"34",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"33C0623A-9735-40A3-A22B-ABB71B3DA241","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251889",11123.65,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"35",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"7E974EAD-1247-418A-988F-F39BA79CD171","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251889",9589.35,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"35",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"863A328F-1F82-4514-977F-D09D8067F0C3","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251889",1534.30,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"35",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
C579CB58-48E2-4FFF-909E-43F83677FD38,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251917",16858.94,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"35",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"6502C790-BFC2-4CAB-9AFE-3A204F402E0D","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251917",14533.57,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"35",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"63CFBDA8-3C35-41D8-BEB7-E054898BCED4","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251917",2325.37,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"35",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"5015D10B-3671-440A-93D6-FED9C932AB29","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251950",3103.89,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"38",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"712033B1-9A23-4F42-BDE7-FED481C0E98A","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251950",2675.77,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"38",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
EC129809-45FE-4F52-92F4-C59750A0BEE5,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251950",428.12,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"38",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"450B1D0D-077D-4E3E-BEB5-6367D8F89395","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","251961",96.74,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"38",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
CE7D321D-66B6-40DB-9785-F29B76801F2A,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","251961",83.40,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"38",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
F7E96B97-9101-451E-9300-6EB8E1BAE8CC,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","251961",13.34,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"38",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
C9D841D0-47A7-489A-84F9-0C3EB99FCE9B,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","252064",29118.70,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"39",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"521E9031-8747-4AC1-9097-11A4193A2007","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","252064",25102.33,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"39",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"450BF20D-F973-4267-A211-2DEB479A9606","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","252064",4016.37,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"39",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"1E281F50-3687-401C-AED7-DCDFA19893E1","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","252081",11291.88,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"40",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
D7EB94A8-48C2-4036-98DD-3A6CFC77CC43,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","252081",9734.38,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"40",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"508C9450-57E1-4A23-ABCA-80EA334350A0","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","252081",1557.50,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"40",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"85F3D30A-3F8D-4593-AFCC-ECCF00749EF7","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","252186",38288.77,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"41",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B9639DA9-6C1C-408F-BEAC-19152C2B4468,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","252186",33007.56,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"41",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
CD29CDD0-5380-4B35-9F18-86F92541C401,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","252186",5281.21,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"41",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"8209923A-8D78-4C4A-B310-D4A323460FA8","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","303354",3047.09,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"42",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"72D6E0ED-B189-4EFD-9335-940E6DF36C03","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","303354",2626.80,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"42",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"1717E65A-3903-4819-8D36-02BDDC8FDA95","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","303354",420.29,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"42",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B19A2920-1841-4AAA-AD1D-46B574526E78,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,D,"2001000001","322289",14922.99,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"44",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
B6A7B503-94D9-4E37-ACC5-B8A489B691EE,"2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"5801011003","322289",12864.65,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"44",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
"6A86E290-AB93-4734-8AD9-52EE4458CD71","2005",2025-08-31,Fill Rate Agosto 2025,"08-Fill Rats 08-000751169-25M",MXN,1.0000,C,"1008030201","322289",2058.34,"9502",C001,2025-08-31,,REBATES                       ,2025-10-24,2025-10-22,KI,"44",SD11000000,"",,"0",2025-10-22,REMAN,SODISAP,"158"
